,Ratings,sentiment,Reviews_fin
2193,1,0,"best, phone, worst, battery, life"
3729,1,0,"phone, removed, mm, headphone, jack, receive, money, third, party, manufacturer, make, product, thing, us, lightning, port, apple, eg, headphone, otg, cable, car, audio, connection, cable, etc, paying, apple, percentage, commission, apple, wont, allow, make, accessory, lightning, port, cant, use, normal, headphone, electronics, stupid, iphone, accessory, cost, time, normal, cost, suffer, accessory, manufacturing, company, paid, fine, crore, manufacturing, product, lightning, port, without, permission, beware, le, accessory"
2917,1,0,"white, spot, screen"
3108,1,0,"pduduct, manufacturing, defect, display, white, dot, booting, device"
3566,1,0,"buy, iphone, best, iphone, ever, photographes, also, clear, must, buy, awesome, must, buy"
1573,1,0,nice
1984,1,0,superr
2621,1,0,"battery, life, sufficient"
3583,1,0,"neither, battery, phone, speaker, workingthe, battery, health, one, monthi, think, duplicate, phone, given"
145,1,0,"doubt, apple, product, premium, class, iphone, battery, back, issue, rest, superb, using, product, last, year, loving, upgrading, next, year"
839,1,0,"great, product, using, since, last, year, issue"
861,1,0,"mobile, hot"
2887,1,0,"bought, wife, delivered, time, delivered, properly, work, fantastically, compared, plus, refined, product, found, sound, output, much, louder, plus, camera, great, phone, work, like, hot, knife, butter, smooth, unfettered, excellent, phone"
1048,2,0,"liked, look, phone, great, feature, totally, worth, price"
347,1,0,"battery, life, drained, fastly, month, usage, reduces, tried, get, solved, apple, store, didnt, rectified, problemthey, try, push, decison, towards, customer, worst, battery, life"
362,1,0,"always, ordered, amazon, time, got, defective, mobile, display, working, properly, stopped, working, day"
506,1,0,"thats, bad, iphone, getting, trouble, one, time, bt, manier, time, getting, hang, n, nt, wrking, properly, many, issue, discussed, really, satisfied"
3964,2,0,"extremely, fast, delivery, amazing, stylish, phoneif, charging, standard, home, plug, isnt, overheatingits, heating, charging, laptop, using, data, cablealso, good, low, light, photography"
119,1,0,"think, got, refurbished, iphone, email, seller, responded, finger, working, properly, battery, life, pooramazon, must, remove, dealer, made, customer, fool"
652,2,0,"want, return, battery, draining, quickly, charging"
2910,1,0,"tiny, particle, review, masterpiece, using, extensively, lot, office, work, using, vpn, time, cloud, related, mobile, development, lot, photography, everything, working, seamlessly, hardly, heating, problem, fact, stop, using, uwa, lens, focal, length, le, mm, thinking, sell, last, least, amazon, delivered, product, calcutta, suburb, hour, superb"
983,1,0,"long, lastingbattery, poor, always"
73,1,0,"using, iphone, long, planning, buy, iphone, brother, since, class, would, better, iphone, since, much, use, gb, quiet, okay, placing, order, amazon, foot, cold, read, many, negative, comment, honestly, speaking, even, day, getting, device, going, amazon, comment, section, last, prayed, lord, said, whatever, happen, face, fortune, enough, glitch, battery, health, full, device, update, lasted, version, io, issue, phone, going, see, uploaded, picture, please, dont, think, anything, bad, device, got, screen, guard, back, cover, lamentation, thats, iphone, reflecting, thank, amazon, generous, service"
987,1,0,"battery, backup, poor, take, longer, time, get, full, charged, old, samsung, phone"
4278,1,0,"ggod, phone"
518,1,0,"nice, iphone, camera, still, need, improve"
2658,2,0,superb
856,1,0,ok
2329,1,0,good
781,1,0,"phone, battery, draining, fastwe, want, replacement"
3480,1,0,"bought, phone, day, back, pro, ui, love, apple, user, interfaceit, doesnt, disappoint, eitherperformance, something, one, cant, deny, apple, phone, beast, come, performance, heavy, user, always, apps, running, simultaneously, phone, never, hungimproved, battery, lifethe, battery, life, huge, improvement, iphone, sdual, speaker, make, sound, much, clearcamerait, mp, front, camera, mp, rare, quality, crystal, clear, feature, apple, product, never, disappoints, wellweight, light, weight, easily, portable, update, io, user, experience, much, better, many, new, feature, added, updateconsbattery, life, betterthough, mentioned, improvement, iphone, still, feel, price, range, battery, life, betterfacing, lag, playing, high, end, game, connected, wifithough, may, issue, wifi, somehow, couldnt, rule, outno, headphone, jack, though, apple, provides, converter, connecting, headphone, may, considered, drawback, someoverall, product, really, great, worth, buy, definitely, feel, price, range, reduced, given, oneplus, market, price, come, k"
2985,1,0,"nice, phonedelivered, right, time"
1396,1,0,"good, product, iam, getting, battery, life, day, usage, really, excellent, product, thanks, amazon"
90,1,0,"firstly, would, like, say, customer, buy, apple, product, amazon, since, third, party, app, problem, wouldnt, able, return, although, theyll, show, return, window, still, go, apple, customer, support, real, cant, return, going, apple, support, hectic, might, accept, product, damaged, defective, problem, request, everyone, buy, app, better, visit, retail, store, least, ask, arrange, secondly, brand, product, overall, performance, good, there, major, issue, almost, common, iphones, calling, might, hear, low, volume, person, talking, unless, connect, headphone, cant, hear, major, problem, youre, outdoors, camera, battery, satisfactory, use, normal, level, otherwise, might, go, soon, secondary, phone, quite, good, wont, suggest, want, primary, one, lastly, android, phone, far, better, iphones, compared, price, pay, feature, get, afford, always, go, ahead, middle, class, people, best, waste, hard, earned, money, apple, product, unless, really, want, however, still, want, name, explore, apple, youre, welcome, otherwise, pay, much, money, ultimately, getting, satisfaction, total, waste, good, luck"
301,1,0,"quite, satisfied, product, expecting, audio, jack, mentioned, box, didnt, get, one, also, iphone, decent, device, heavy, user, good, package, getting, hr, backup, thanks, amazon"
886,1,0,"nice, product"
2749,1,0,owesome
3860,1,0,"gud, cel, ever"
3176,2,0,"loving, phone, beautiful, awesome, battery, life"
4038,1,0,good
3948,1,0,"iphone, good, phone, samsung, galaxy, ace, nxt, best, phone, worldi, currently, using, nxt"
671,2,0,"battery, poor, iam, return"
3046,1,0,"delivery, ok, product, running, fine"
2897,1,0,"product, defective, new, problem, occur, every, day, visit, apple, store, replacement, never, expected, buying, iphone"
1612,2,0,"required, bill, phone"
2686,2,0,"nice, phone"
1123,2,0,"battery, life, good, still, phone, iphone, lover"
757,1,0,"timely, delivery, sealed, product"
373,1,0,"battery, life, poor"
375,2,0,"touch, screen, issue, felt, far, better, otherphones, iphone, wast, money"
723,1,0,"smooth, compare, better, option, dont, find, additional, option, charging, method, good, one, fresh, piece, trust"
2621,1,0,"battery, life, sufficient"
3048,1,0,"fast, shipping, genuine, product"
3024,1,0,"phone, awesomeofcourse, apple, prof, take, much, money"
3169,1,0,"always, good"
4312,1,0,"excellent, phone"
4416,1,0,"loveditgood, performance, thans"
1465,1,0,good
4160,1,0,excellent
213,1,0,"really, liked, product, awesomely, fast, smooth, use, look, awesome, feel, premium, hand, phone, slip, u, sweaty, hand, make, sure, u, get, good, cover, mostly, use, power, saving, checking, exactly, get, awesome, battery, life"
601,1,0,"please, call, talk, solve, problem, ph, getting, heat, hour, betry, also, drain, early"
169,1,0,"using, iphone, last, year, th, iphone, love, iphone, secured, great, phone"
2275,1,0,woohooo
4425,1,0,"apple, iphone, value, money, people, dont, realise, dont, need, feature, buy, logo, tried, phone, last, yr, finally, settled, iphone, far, u, want, go, performance, mid, range, go, moto, mobile, camera, audio, quality, earphone, suck, u, want, go, look, display, camera, samsung, best, fault, earphone, volume, u, r, traveling, train, bus, earphone, volume, enough, watching, video, finally, shortcoming, overcome, apple, biggest, advantage, iphone, o, get, update, every, year, simplicity, o, processor, mile, ahead, android, processor, like, yr, old, easily, beat, galaxy, processor, thing, like, connecting, bluetoth, speaker, phone, cant, control, volume, bluetooth, speaker, precisely, iphone, reason, simple, o, last, yr, mean, basic, functionality, company, complete, control, o, android, mixture, google, company, software, like, miui, samsung, software, make, thing, messy, know, thing, doesnt, matter, normal, consumer, doesnt, make, iphone, waste, money, always, worth, u, buy, iphone, value, doesnt, decrease, rapidly, phone"
3928,2,0,"divided, review, pro, con, easy, u, make, decision, let, start, prosgreat, performancegpu, handle, graphic, intensive, gameswater, resistancegreat, reliabilityincreased, storage, spaceone, best, camera, marketbetter, audio, qualitybetter, battery, lifeit, explode, like, note, consno, headphone, jacknot, much, changed, designandroid, rival, cheaper, one, plus, nexus, p, etcspecificationscamera, mp, primary, camera, optical, image, stabilisation, quadled, true, tone, flash, live, photo, k, video, recording, fps, slowmotion, video, recording, p, fps, mp, front, facing, facetime, hd, camera, retina, flashdisplay, inch, diagonal, retina, hd, touch, capacitive, touchscreen, display, home, button, x, resolution, wide, colour, splash, water, dust, resistantos, io, icloud, operating, systemprocessor, fusion, chip, integrated, motion, coprocessorram, gb, ramstorage, gb, internal, memorybattery, nonremovable, liion, mah, battery, wh, providing, talktime, hour, g, networkwhats, boxiphone, earpods, lightning, connectorlightning, mm, headphone, jack, adapterlightning, usb, cableusb, power, adapterfinal, verdictif, want, use, phone, year, without, issue, go, ahead, buy, phoneit, work, flawlessly, without, lag, stutter, etc, want, android, phone, check, google, pixel, one, plus, u, check, review, one, plus, etci, hope, liked, review, clarified, doubt, review, helped, taking, right, decision, please, click, helpful, vote, buttonthank"
3012,1,0,"awesome, problem, getting, heated, continuous, use, hr"
4338,1,0,"bought, october, got, amazing, price, last, year, flagship, time, couldnt, happier, used, phone, xiaomi, point, looking, forward, exploring, already, macbook, air, made, perfect, sense, love, first, sighti, blown, away, performance, device, work, perfectly, lag, camera, awesome, take, perfect, picture, video, quality, amazing, sound, quality, via, headphone, one, best, heard, dual, speaker, work, wonder, battery, life, also, decent, expecting, bad, battery, life, good, last, half, day, awesome, thin, light, phone, crack, start, appearthe, phone, performing, perfectly, see, using, till, least, still, beast, dont, play, many, game, trick, however, nuance, got, gb, version, phone, got, filled, really, fast, icloud, allows, gb, upgrade, r, per, month, gb, fine, cant, download, music, without, itunes, pretty, annoying, made, song, cannot, load, phone, computer, macbook, air, desktop, cant, import, music, desktop, locked, mac, mac, issue, mean, cant, load, music, phone, without, losing, whatever, already, beyond, stupid, cant, turn, bluetooth, wifi, turning, via, quick, toggle, disconnect, doesnt, turn, would, anyone, want, disconnect, without, turning, lightning, cable, broke, ordered, replacement, didnt, work, day, turn, need, apple, certified, cable, cost, r, least, thats, money, drain, bought, apple, music, cost, r, permonth, easier, attach, damn, cable, everytime, want, new, music, know, wirelessly, would, prefer, without, computer, smartphone, able, add, music, music, play, list, dont, know, apple, battery, life, horrible, bought, baseus, mah, charging, case, phone, feel, like, brick, still, worth, run, day, straight, cant, seem, take, picture, aspect, ratio, camera, app, doesnt, option, youtube, punishes, apple, device, every, video, play, always, ad, android, phone, well, get, ad, may, every, videosi, using, account, device, removed, apps, like, amazon, flipkart, stuff, eats, space, gb, lightning, mm, adapter, got, lost, buy, another, one, r, apple, wired, earphone, sound, bad, compared, sennheiser, next, time, buy, phone, headphone, jack, tried, using, wireless, earphone, problem, everytime, unpair, one, phone, connect, one, unpair, phone, connect, mac, pc, doesnt, bluetooth, use, wired, headphone, also, battery, life, drain, fast, use, bluetooth, iphone, keep, charging, bluetooth, headphone, micro, usb, cable, great, carrying, lightning, cable, usb, type, c, cable, android, phone, micro, usb, cable, mm, headphone, usb, type, c, mm, learn, lesson, first, time, lightning, mm, headphone, perfect, still, happy, performance, phone, though, still, lag, feel, like, new, never, going, back, iphone, likely, spent, around, r, every, month, icloud, gb, apple, music, every, month, year, spent, r, bought, battery, case, r, stopped, working, lightning, adapter, battery, case, stopped, working, bought, lightning, usb, cable, another, one, work, day, taking, account, screen, protector, case, etc, spend, almost, r, thing, factored, cost, phone, including, bluetooth, headset, use, generally, specific, phone, apple, slowed, phone, done, something, snappy, battery, life, horrible, went, trekking, took, lot, picture, morning, pm, powered, course, take, continuous, picture, around, picture, couple, video, totalling, min, video, earpiece, stopped, working, almost, shove, phone, ear, use, speaker, call, everytime, cost, r, fix"
