,Customer_name,Reviewed_date,Ratings,Reviews,Review_title
3167,Amazon Customer,13 November 2017,5.0 out of 5 stars,  Great iPhone at great Price m loving it,
3168,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Awesome phone. No need to elaborate.,
3169,jaywant,29 October 2018,1.0 out of 5 stars,  Irresistible at this rate aroun 43k,
3170,B Rameshwar Rao,30 November 2017,4.0 out of 5 stars,"  Been more than 5 months now,no issues...the phone works as it is supposed to..Genuine Product",
3171,Srinivas A.,26 December 2018,1.0 out of 5 stars,  Always good...,
3172,DARSHANA NAIK,5 July 2017,5.0 out of 5 stars,  3rd class phone  this phone is not water resistant even Motorola build quality is better than I phone,
3173,Anonymous ,5 October 2017,5.0 out of 5 stars,  Great experience!!,
3174,jyoti agarwal,6 August 2018,5.0 out of 5 stars,"  Great Experience!!! Item received in sealed condition , before time ...",
3175,prajapati jaymin,22 November 2017,5.0 out of 5 stars,  Superb phone + faster deliv by amazon,
3176,Raghavi Vinay,4 April 2018,5.0 out of 5 stars,  Delivered before time.As always iphone 7 is beauty. And matte black is like bock beauty.,
3177,Yamini Vichare,11 January 2018,3.0 out of 5 stars,  My phone had a hardware issue of the sim not being detected properly and apple eventually replaced it.,
3178,Pritam Kr Choudhary,26 October 2017,2.0 out of 5 stars,  Loving the phone. Just beautiful. Awesome battery life.,
3179,00000009,15 December 2018,5.0 out of 5 stars,  It’s only about 15 days before this phone was delivered to me and the phone started having screen problems.. I want a new phone is exchange or refund my whole money.,
3180,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Nice phone,
3181,jaywant,29 October 2018,1.0 out of 5 stars,  Pathetic camera quality... click low quality pics...  low light issues. Is something wrong with my handset ??,
3182,shankar,27 May 2018,5.0 out of 5 stars,  Very Good!!,
3183,Vikas shah,30 October 2017,4.0 out of 5 stars,  Fast delivery and no problems,
3184,Amazon Customer,18 April 2018,5.0 out of 5 stars,  I bought the iphone 7 got it 29th of Sep 2017. It was fully covered and the product of the iPhone is original when i checked with apple warranty check site. The product is fully black mate. its worst panel i am using the iphone product almost 5 years. start from iphone 3 but never see like this painting back of the panel paint is faded not sure how it got.,
3185,Deepak Pal,20 October 2017,1.0 out of 5 stars,  The beast..,
3186,Dhruvi Sheth,8 October 2017,5.0 out of 5 stars,  I got a minar dent piece,
3187,Deepakraj,11 October 2017,5.0 out of 5 stars,  Battery issue,
3188,kamal goyal,21 December 2017,5.0 out of 5 stars,  Awesome sale,
3189,Santhosh,23 October 2017,4.0 out of 5 stars,  i liked it's colour. Working fine.,
3190,Jenish Kumar ,11 January 2019,5.0 out of 5 stars,  Genuine product and on time delivery,
3191,Amazon Customer,29 August 2017,4.0 out of 5 stars,  Perfect mobile,
3192,Bharath Kumar,7 March 2019,5.0 out of 5 stars,"  The best phone in the market, as always. #applefan",
3193,jaywant,29 October 2018,1.0 out of 5 stars,  OK,
3194,Navin Bharvad,14 November 2018,5.0 out of 5 stars,  excellent,
3195,Amazon Customer,9 April 2019,4.0 out of 5 stars,  It's new problem.  I started face network problem.,
3196,Suraj,27 January 2019,5.0 out of 5 stars,  Phone speaker not working properly,
3197,Harwinder,20 August 2018,5.0 out of 5 stars,  Loving iPhone 7...Bought @ ₹39500,
3198,Amazon Customer,27 July 2017,4.0 out of 5 stars,  Superrrr,
3199,Harpalyadav,8 December 2017,5.0 out of 5 stars,  I just love ths mobile. I got ths product within 2 days,
3200,SREERAG TR,16 October 2017,5.0 out of 5 stars,  excellent,
3201,Vasu,14 January 2019,5.0 out of 5 stars,  Good product and very good delivery by amazon,
3202,Swapnil Dubey,12 June 2018,1.0 out of 5 stars,  Great phone.....Timely delivery as promised.....Very happy with I7.....,
3203,Simran B.,25 August 2018,5.0 out of 5 stars,  Perfect in every aspect. You dont need to review an apple product.. I got it 42999/- . I gifted it to my girlfriend. And she was very happy. Thanks apple,
3204,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  It's good,
3205,jaywant,29 October 2018,1.0 out of 5 stars,  Received unsealed product without bill.,
3206,Amazon Customer,12 February 2018,5.0 out of 5 stars,  Great phone with great features. Delivered on time!,
3207,raj,5 June 2018,5.0 out of 5 stars,  It is useful and handy. Presently working smoothly.,
3208,Amazon Customer,8 July 2017,5.0 out of 5 stars,"  Amazing product,my first iphone and its totally worth",
3209,dharmender,9 March 2018,5.0 out of 5 stars,  That's a classic piece !!,
3210,Amazon Customer,14 January 2019,5.0 out of 5 stars,"  Earpods with lightning connector, lightning to headphone jack adapter not found",
3211,PRIYADARSHI SABYASACHI,10 February 2019,5.0 out of 5 stars,  Amazing iphone!! Worth full to buy. please go ahead buy.,
3212,Anshul Upadhyay,26 October 2017,5.0 out of 5 stars,  I like need a duplicate bill for iPhone 7My mail id arc2k8@gmail.com,
3213,Vamshidhar,26 March 2019,5.0 out of 5 stars,  As desired,
3214,Amazon Customer,29 October 2017,5.0 out of 5 stars,  iPhone always best in smartphones.,
3215,Amazon Customer,14 June 2018,1.0 out of 5 stars,  😁😁😁😁😁😁😁😁😁😁😁😁😁😁,
3216,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Good and smart,
3217,jaywant,29 October 2018,1.0 out of 5 stars,  Super,
3218,Manish reddy,13 October 2017,5.0 out of 5 stars,  Great Phone specially its water resistent feature loved it,
3219,Kalpana,26 November 2017,5.0 out of 5 stars,  Delivered earlier than expected date and everything is perfect,
3220,Navraj,8 February 2019,5.0 out of 5 stars,  Excellent,
3221,Sumanth P,11 March 2019,5.0 out of 5 stars,  When i will get the cashback,
3222,ADITYA ROY,22 April 2018,5.0 out of 5 stars,  Good phone at this price.,
3223,Naushad,18 March 2019,1.0 out of 5 stars,  Awesome product just bye it.,
3224,mohd hasan,28 July 2018,4.0 out of 5 stars,  Superb,
3225,Arun Kumar,8 November 2017,5.0 out of 5 stars,  It’s a cool phone . But hangs a little. Poor battery performance.,
3226,gurpreet singh,21 December 2017,5.0 out of 5 stars,  The Best iPhone ever,
3227,biplab pramanik,7 November 2017,5.0 out of 5 stars,  perfect,
3228,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  It's really awesome feeling !! Thanks Amazon !,
3229,jaywant,29 October 2018,1.0 out of 5 stars,  I require bill on my new mail bcoz of forgot old mail password,
3230,Prateek yadav,3 November 2018,5.0 out of 5 stars,"  Within one day received, amazed since waiting a lot",
3231,Ms. Saandee,6 November 2018,5.0 out of 5 stars,  greart,
3232,yogesh,6 February 2018,1.0 out of 5 stars,  Best one..must buy red back case.. its jst awesome!,
3233,Pratheeksha Shetty,27 September 2017,3.0 out of 5 stars,  👍🏻👍🏻👍🏻👍🏻,
3234,Customer,21 March 2018,5.0 out of 5 stars,  Pathetic Customer exeperince,
3235,Amritesh,18 November 2018,4.0 out of 5 stars,  It's a good cell phone,
3236,prachi,23 October 2017,2.0 out of 5 stars,  Its Original product and working as per expectation from it.,
3237,Amazon Customer,15 November 2018,5.0 out of 5 stars,  Good,
3238,Anju Bhanwala,15 June 2018,5.0 out of 5 stars,  I bought black in colour .hw to replace rose gold,
3239,Mohd Osama,13 November 2018,5.0 out of 5 stars,  Really love it!!,
3240,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  This is really the best iphone ever. I'm in love.,
3241,jaywant,29 October 2018,1.0 out of 5 stars,  Good phone,
3242,S K Piploda,8 August 2018,4.0 out of 5 stars,  It is ok. Price is high,
3243,Vimala Priya,18 February 2019,5.0 out of 5 stars,  its good one 4 me,
3244,dushyant jangir,8 October 2017,5.0 out of 5 stars,  One of the top phone 👍,
3245,Vaibhav,24 September 2017,5.0 out of 5 stars,  Nice phone,
3246,manish chandra,30 October 2018,5.0 out of 5 stars,  Good product and good delivery system,
3247,virendra vyas,30 November 2017,3.0 out of 5 stars,  Nice,
3248,Mehul Fatnani ,30 November 2017,5.0 out of 5 stars,  Very nice,
3249,Bharat Singh Khati,24 October 2017,5.0 out of 5 stars,  Reached without any damage. ..good product to buy.,
3250,Asif Iqbal,25 October 2017,5.0 out of 5 stars,  Gr8 experience with my Apple iPhone. Really excited.,
3251,N,14 February 2018,2.0 out of 5 stars,  Front camera is not upto the mark,
3252,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Bad product received . Speaker not working,
3253,jaywant,29 October 2018,1.0 out of 5 stars,  Bought it for my girlfriend she loved it.,
3254,Bhavin,7 October 2018,5.0 out of 5 stars,  Original pack delivered within 1 day superb,
3255,KNATARAJAN,11 September 2018,5.0 out of 5 stars,  Awesome (review  after 5 month.),
3256,Mahesh,7 September 2018,5.0 out of 5 stars,  Thanks amazon for a great product,
3257,Amit,11 November 2017,5.0 out of 5 stars,  Unbelivable 😍,
3258,Amazon Customer,20 July 2017,5.0 out of 5 stars,  It look awesome in black 😘😘😘✌️,
3259,Bhawna,18 October 2017,5.0 out of 5 stars,  Nice,
3260,Kamlesh kalaskar,27 October 2017,4.0 out of 5 stars,  superb piece,
3261,Dhruv Amin,16 July 2018,5.0 out of 5 stars,  This very bad quality product I got today ....,
3262,shubhang,5 October 2017,5.0 out of 5 stars,  I need to exchange my iPhone,
3263,Amazon Customer,15 July 2017,5.0 out of 5 stars,  Its ok,
3264,Bharath Kumar,7 March 2019,5.0 out of 5 stars,"  iPhone when u come,😫😔",
3265,jaywant,29 October 2018,1.0 out of 5 stars,  Very happy.😊,
3266,raghwendra mishra,23 October 2017,3.0 out of 5 stars,  Nice,
3267,Sachin Panwar ,24 November 2017,5.0 out of 5 stars,  Bhngar 6 aavi ne pa6o lay jav bagdi pan gayo,
3268,Vishal,8 November 2017,5.0 out of 5 stars,  Good,
3269,Sanj,25 September 2017,5.0 out of 5 stars,  Excellent product with excellent service.,
3270,Gungod,17 December 2017,5.0 out of 5 stars,  Good,
3271,Shubham tiwari,28 January 2018,5.0 out of 5 stars,"  NYC phone,nyc service",
3272,MAHENDRASINGH,28 September 2017,3.0 out of 5 stars,  😊,
3273,Nishant Vikhe,11 September 2018,5.0 out of 5 stars,  Good,
3274,Amazon Customer,28 May 2018,1.0 out of 5 stars,  ToooooooooLate,
3275,Prem ,14 August 2018,5.0 out of 5 stars,  good phone,
3276,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Call breaking issue with iphone7,
3277,jaywant,29 October 2018,1.0 out of 5 stars,  Awesome phone...,
3278,faiz,20 March 2018,4.0 out of 5 stars,  excellent,
3279,Amazon Customer,10 August 2017,5.0 out of 5 stars,  Network  issues (Call failed),
3280,Amazon Customer,3 July 2017,3.0 out of 5 stars,  Not working properly,
3281,SarangShejal,7 October 2018,5.0 out of 5 stars,  Good product.....,
3282,Vishal Krishan Adya,23 October 2017,5.0 out of 5 stars,  superb,
3283,Harry Dhanoa,11 November 2018,5.0 out of 5 stars,  Excellent,
3284,Mukesh,11 November 2017,5.0 out of 5 stars,  Amazing,
3285,Unnati Himmatsinh Darbar,11 October 2017,5.0 out of 5 stars,"  Perfection existing and This called apple , always Fab ProductI still buy in 2018 December because i love 7And it comfortable in Hand and Haptic feedback back is awesome and Phone is full of Amazing features",
3286,Ravindra Pratap Verma,13 August 2018,5.0 out of 5 stars,  Got it super quick from Amazon as always.Well it's my 1st time to use an iPhone and tell you what if You are still messing with Android then u need to make a change right now. This stuff is just amazing 👌🏻,
3287,Smruti R.,17 March 2018,5.0 out of 5 stars,  everything perfect,
3288,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Nice product but camera quality low,
3289,jaywant,29 October 2018,1.0 out of 5 stars,  Totally satisfied,
3290,Amit Kumar,25 October 2017,5.0 out of 5 stars,  Good product,
3291,arjum,13 February 2018,5.0 out of 5 stars,  best product,
3292,Amazon Customer,21 July 2018,1.0 out of 5 stars,  👍😊,
3293,Ashutosh Santosh Chavan,13 December 2017,5.0 out of 5 stars,  Ek no. Ka phone hai apple ka 👌👌,
3294,Jayesh makwana,13 January 2018,4.0 out of 5 stars,  everything is fine,
3295,Amazon Customer,25 September 2017,5.0 out of 5 stars,  Phone display line,
3296,stilla_noob,6 November 2018,5.0 out of 5 stars,  awesome,
3297,Sujit K Biswas,13 September 2017,4.0 out of 5 stars,  I didn’t get my bill,
3298,Arindam Paul,2 May 2018,4.0 out of 5 stars,  Nice ....,
3299,Amazon Customer,17 September 2017,5.0 out of 5 stars,  Good,
3300,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Good,
3301,jaywant,29 October 2018,1.0 out of 5 stars,  Nice phone,
